:Device: HC-V1
:Location: 1234
:User: 1234
:Mechanism: TRIPOD
Timestamp,PacketNumber,Force1,Force2,Angle1,Angle2,Angle3,Angle4,Distance1,Distance2,Button1,Button2,Button3,Button4,Button5,Button6,Button7
2.048,179,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.42,1,1,1,1,1,1,1
2.048,180,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.39,1,1,1,1,1,1,1
2.048,181,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.40,1,1,1,1,1,1,1
2.048,182,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
2.048,183,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.42,1,1,1,1,1,1,1
2.048,184,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.42,1,1,1,1,1,1,1
2.098,185,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.46,1,1,1,1,1,1,1
2.098,186,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.46,1,1,1,1,1,1,1
2.098,187,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
2.115,188,1.89,-1.11,0.00,1.85,16.79,-1.14,2.42,2.41,1,1,1,1,1,1,1
2.115,189,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.45,1,1,1,1,1,1,1
2.115,190,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.44,1,1,1,1,1,1,1
2.115,191,1.89,-1.11,0.00,1.85,16.79,-1.14,2.43,2.44,1,1,1,1,1,1,1
2.131,192,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.46,1,1,1,1,1,1,1
2.148,193,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.43,1,1,1,1,1,1,1
2.165,194,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.43,1,1,1,1,1,1,1
2.165,195,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.42,1,1,1,1,1,1,1
2.198,196,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.44,1,1,1,1,1,1,1
2.198,197,1.89,-1.11,0.00,1.85,16.79,-1.14,2.40,2.40,1,1,1,1,1,1,1
2.215,198,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.43,1,1,1,1,1,1,1
2.231,199,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
2.248,200,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.44,1,1,1,1,1,1,1
2.265,201,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
2.265,202,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
2.282,203,1.89,-1.11,0.00,1.85,16.79,-1.14,2.40,2.38,1,1,1,1,1,1,1
2.298,204,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
2.298,205,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
2.315,206,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
2.315,207,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.46,1,1,1,1,1,1,1
2.348,208,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.31,1,1,1,1,1,1,1
2.365,209,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
2.365,210,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.43,1,1,1,1,1,1,1
2.398,211,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.44,1,1,1,1,1,1,1
2.398,212,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
2.415,213,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.44,1,1,1,1,1,1,1
2.415,214,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.31,1,1,1,1,1,1,1
2.415,215,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.46,1,1,1,1,1,1,1
2.415,216,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
2.431,217,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
2.448,218,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.42,1,1,1,1,1,1,1
2.465,219,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.42,1,1,1,1,1,1,1
2.465,220,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.41,1,1,1,1,1,1,1
2.481,221,1.89,-1.11,0.00,1.85,16.79,-1.14,2.41,2.40,1,1,1,1,1,1,1
2.482,222,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
2.498,223,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
2.515,224,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
2.515,225,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.41,1,1,1,1,1,1,1
2.531,226,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
2.548,227,1.89,-1.11,0.00,1.85,16.79,-1.14,2.40,2.39,1,1,1,1,1,1,1
2.548,228,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.44,1,1,1,1,1,1,1
2.549,229,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.45,1,1,1,1,1,1,1
2.565,230,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
2.565,231,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.43,1,1,1,1,1,1,1
2.582,232,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.29,1,1,1,1,1,1,1
2.598,233,1.89,-1.11,0.00,1.85,16.79,-1.14,2.41,2.38,1,1,1,1,1,1,1
2.615,234,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
2.632,235,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.46,1,1,1,1,1,1,1
